/rn,a,b/nx0/ls1
/r,qa,qb
40 -0.4875 0.4875 0 OUTPUT_AMPLITUDE_3D Wavelength=0.55
40 -0.4875 0.4875
 5.09015E-01  4.17617E-01  3.22860E-01  2.41155E-01  2.12694E-01  2.70332E-01  3.84951E-01  5.29776E-01  6.52521E-01  7.22903E-01  7.69034E-01  7.76850E-01  7.35073E-01  6.36569E-01  4.79718E-01  2.69941E-01  4.60829E-02  2.70447E-01  5.49800E-01  8.07129E-01  1.01565E+00  1.15197E+00  1.19817E+00  1.14394E+00  9.88177E-01  7.39617E-01  4.16991E-01  6.54026E-02  3.51864E-01  7.20392E-01  1.03607E+00  1.26599E+00  1.38473E+00  1.37636E+00  1.23625E+00  9.72111E-01  6.04722E-01  1.80854E-01  3.44033E-01  8.02945E-01 
 5.31968E-01  4.46593E-01  3.57897E-01  2.79214E-01  2.40285E-01  2.72437E-01  3.62048E-01  4.78732E-01  5.91907E-01  6.77175E-01  7.33532E-01  7.49174E-01  7.14419E-01  6.23022E-01  4.73668E-01  2.71642E-01  4.94111E-02  2.53945E-01  5.26937E-01  7.79565E-01  9.85342E-01  1.12114E+00  1.16915E+00  1.11898E+00  9.69255E-01  7.28268E-01  4.14122E-01  6.85831E-02  3.37502E-01  6.98925E-01  1.00942E+00  1.23660E+00  1.35542E+00  1.35000E+00  1.21551E+00  9.58978E-01  5.99756E-01  1.79559E-01  3.34876E-01  8.02482E-01 
 5.77738E-01  5.03766E-01  4.26080E-01  3.53610E-01  3.03945E-01  2.99856E-01  3.45155E-01  4.15142E-01  5.02480E-01  6.02709E-01  6.75558E-01  7.07958E-01  6.90371E-01  6.16087E-01  4.82793E-01  2.94635E-01  7.40986E-02  2.16274E-01  4.85277E-01  7.38723E-01  9.48888E-01  1.09191E+00  1.14917E+00  1.10948E+00  9.70567E-01  7.39827E-01  4.34391E-01  8.89013E-02  3.06793E-01  6.67657E-01  9.81357E-01  1.21524E+00  1.34380E+00  1.35045E+00  1.22929E+00  9.85983E-01  6.37696E-01  2.16481E-01  2.84023E-01  7.68944E-01 
 6.45282E-01  5.86965E-01  5.23791E-01  4.60430E-01  4.05866E-01  3.73442E-01  3.73090E-01  3.95643E-01  4.36113E-01  5.27172E-01  6.14038E-01  6.72064E-01  6.85541E-01  6.42265E-01  5.35054E-01  3.64429E-01  1.45222E-01  1.54827E-01  4.31050E-01  7.04163E-01  9.38798E-01  1.10753E+00  1.18877E+00  1.16889E+00  1.04371E+00  8.19306E-01  5.11896E-01  1.50377E-01  2.57423E-01  6.42138E-01  9.85236E-01  1.25118E+00  1.41170E+00  1.44742E+00  1.34990E+00  1.12277E+00  7.81482E-01  3.52332E-01  1.49132E-01  6.58411E-01 
 7.31951E-01  6.92310E-01  6.46115E-01  5.94351E-01  5.40332E-01  4.90923E-01  4.55941E-01  4.40872E-01  4.32723E-01  4.78404E-01  5.63436E-01  6.51798E-01  7.11408E-01  7.15263E-01  6.44829E-01  4.93309E-01  2.69566E-01  9.51908E-02  3.70055E-01  6.88227E-01  9.74079E-01  1.19230E+00  1.31553E+00  1.32574E+00  1.21577E+00  9.89980E-01  6.64055E-01  2.65148E-01  1.88953E-01  6.30838E-01  1.03871E+00  1.37012E+00  1.59098E+00  1.67645E+00  1.61370E+00  1.40378E+00  1.06187E+00  6.15577E-01  1.02204E-01  4.46890E-01 
 8.33396E-01  8.14418E-01  7.87235E-01  7.49674E-01  7.00620E-01  6.41502E-01  5.78634E-01  5.25123E-01  4.85992E-01  4.70854E-01  5.25266E-01  6.39715E-01  7.57361E-01  8.22715E-01  7.98400E-01  6.67165E-01  4.32850E-01  1.41444E-01  3.05908E-01  6.87893E-01  1.04582E+00  1.33180E+00  1.51065E+00  1.55868E+00  1.46501E+00  1.23211E+00  8.75389E-01  4.22503E-01  1.04896E-01  6.27494E-01  1.12740E+00  1.55017E+00  1.85348E+00  2.00490E+00  1.98574E+00  1.79406E+00  1.44582E+00  9.73811E-01  4.23805E-01  1.53125E-01 
 9.43911E-01  9.46720E-01  9.40472E-01  9.20396E-01  8.81534E-01  8.19733E-01  7.34170E-01  6.34283E-01  5.71545E-01  5.01545E-01  4.88432E-01  6.11694E-01  7.92666E-01  9.28292E-01  9.56359E-01  8.48275E-01  6.03984E-01  2.56088E-01  2.39966E-01  6.86418E-01  1.11979E+00  1.47624E+00  1.71283E+00  1.80047E+00  1.72481E+00  1.48643E+00  1.10033E+00  5.94912E-01  3.88774E-02  6.11486E-01  1.20648E+00  1.72470E+00  2.11525E+00  2.33751E+00  2.36631E+00  2.19617E+00  1.84379E+00  1.34783E+00  7.65920E-01  1.70907E-01 
 1.05690E+00  1.08163E+00  1.09794E+00  1.09927E+00  1.07772E+00  1.02409E+00  9.28812E-01  7.86934E-01  6.94608E-01  5.72999E-01  4.47395E-01  5.39187E-01  7.81699E-01  9.90178E-01  1.07333E+00  9.93041E-01  7.47066E-01  3.65875E-01  1.72848E-01  6.64657E-01  1.15569E+00  1.56612E+00  1.84813E+00  1.96954E+00  1.91399E+00  1.68067E+00  1.28345E+00  7.50015E-01  1.22464E-01  5.56924E-01  1.22067E+00  1.81250E+00  2.27495E+00  2.56035E+00  2.63724E+00  2.49583E+00  2.15175E+00  1.64700E+00  1.04799E+00  4.41401E-01 
 1.16537E+00  1.21072E+00  1.25015E+00  1.27646E+00  1.28037E+00  1.24978E+00  1.16871E+00  1.01704E+00  8.95195E-01  7.12638E-01  4.37368E-01  4.07679E-01  7.05109E-01  9.85683E-01  1.12297E+00  1.07385E+00  8.36740E-01  4.43565E-01  1.06327E-01  6.16602E-01  1.13260E+00  1.56569E+00  1.86856E+00  2.01031E+00  1.97555E+00  1.76305E+00  1.38453E+00  8.64127E-01  2.38206E-01  4.46309E-01  1.13208E+00  1.75817E+00  2.26414E+00  2.59747E+00  2.72089E+00  2.61891E+00  2.30280E+00  1.81281E+00  1.21735E+00  6.09567E-01 
 1.26249E+00  1.32507E+00  1.38596E+00  1.43866E+00  1.47454E+00  1.48185E+00  1.44394E+00  1.33615E+00  1.20249E+00  9.40917E-01  5.26464E-01  2.36389E-01  5.77163E-01  9.28773E-01  1.11398E+00  1.09233E+00  8.67132E-01  4.75582E-01  4.36576E-02  5.62104E-01  1.06679E+00  1.48493E+00  1.77654E+00  1.91824E+00  1.90012E+00  1.72226E+00  1.39291E+00  9.28984E-01  3.57866E-01  2.82541E-01  9.40597E-01  1.55990E+00  2.08039E+00  2.44688E+00  2.61649E+00  2.56610E+00  2.29845E+00  1.84594E+00  1.27107E+00  6.63919E-01 
 1.34242E+00  1.41616E+00  1.49341E+00  1.56959E+00  1.63861E+00  1.69234E+00  1.71962E+00  1.70451E+00  1.58316E+00  1.22584E+00  7.02225E-01  1.30767E-01  4.55375E-01  8.71147E-01  1.08813E+00  1.07645E+00  8.49087E-01  4.54510E-01  4.43697E-02  5.49277E-01  1.01187E+00  1.37784E+00  1.62123E+00  1.73454E+00  1.71999E+00  1.58160E+00  1.32228E+00  9.47110E-01  4.69865E-01  1.06142E-01  6.87697E-01  1.26994E+00  1.78441E+00  2.17455E+00  2.39196E+00  2.40382E+00  2.20027E+00  1.80019E+00  1.25363E+00  6.40148E-01 
