/rn,a,b/nx0/ls1
/r,qa,qb
22 -10.5 10.5 0 OUTPUT_AMP_PHASE_3D Wavelength=0.55
22 -10.5 10.5
 1.50189E-05   8.95723E+01  1.13314E-05   7.46539E+01  4.09685E-05   1.45870E+02  6.82230E-04   5.48616E+01  5.77211E-03   3.37838E+02  2.19179E-02   3.20258E+02  6.96691E-02   2.53923E+02  2.01732E-01   2.49247E+02  2.67549E-01   2.49873E+02  2.60383E-01   2.46420E+02  2.60082E-01   2.42963E+02  2.60074E-01   2.42964E+02  2.60408E-01   2.46450E+02  2.67574E-01   2.49901E+02  2.01764E-01   2.49271E+02  6.97163E-02   2.53989E+02  2.19190E-02   3.20274E+02  5.77193E-03   3.37838E+02  6.82221E-04   5.48761E+01  4.11467E-05   1.45863E+02  1.12983E-05   7.46491E+01  1.50100E-05   8.95620E+01 
 1.42069E-05   7.74398E+01  5.26950E-05   1.57949E+02  9.41092E-04   5.48627E+01  1.14587E-02   3.32712E+02  7.38534E-02   2.59602E+02  2.02988E-01   2.44383E+02  3.87468E-01   2.35653E+02  6.43920E-01   2.36361E+02  7.82003E-01   2.41717E+02  7.91254E-01   2.45149E+02  7.75240E-01   2.40853E+02  7.75284E-01   2.40852E+02  7.91339E-01   2.45147E+02  7.82042E-01   2.41717E+02  6.43921E-01   2.36367E+02  3.87468E-01   2.35663E+02  2.02983E-01   2.44383E+02  7.38531E-02   2.59602E+02  1.14605E-02   3.32739E+02  9.46640E-04   5.48015E+01  5.30625E-05   1.57794E+02  1.41773E-05   7.74622E+01 
 4.40528E-05   1.41011E+02  9.35567E-04   5.50327E+01  1.16708E-02   3.35931E+02  8.05141E-02   2.66859E+02  3.27796E-01   2.40989E+02  6.46061E-01   2.34431E+02  8.48766E-01   2.35157E+02  9.66015E-01   2.34922E+02  1.03352E+00   2.39087E+02  1.05356E+00   2.43436E+02  1.04568E+00   2.41201E+02  1.04571E+00   2.41201E+02  1.05357E+00   2.43429E+02  1.03353E+00   2.39080E+02  9.65994E-01   2.34917E+02  8.48736E-01   2.35151E+02  6.46067E-01   2.34431E+02  3.27791E-01   2.40989E+02  8.05733E-02   2.66900E+02  1.17465E-02   3.35762E+02  9.41085E-04   5.49321E+01  4.42707E-05   1.40942E+02 
 7.00771E-04   5.65581E+01  1.13666E-02   3.33024E+02  8.06980E-02   2.66949E+02  3.22287E-01   2.40890E+02  7.13284E-01   2.38259E+02  9.71429E-01   2.36259E+02  1.03577E+00   2.35786E+02  1.04868E+00   2.40141E+02  1.05043E+00   2.41935E+02  1.03548E+00   2.38692E+02  1.02353E+00   2.35767E+02  1.02349E+00   2.35768E+02  1.03543E+00   2.38693E+02  1.05043E+00   2.41935E+02  1.04870E+00   2.40137E+02  1.03580E+00   2.35782E+02  9.71435E-01   2.36259E+02  7.13297E-01   2.38258E+02  3.22229E-01   2.40855E+02  8.05604E-02   2.66843E+02  1.13618E-02   3.32960E+02  7.00705E-04   5.65217E+01 
 6.04174E-03   3.39635E+02  7.34729E-02   2.59898E+02  3.27469E-01   2.40970E+02  7.13223E-01   2.38254E+02  9.67724E-01   2.38636E+02  1.03749E+00   2.39437E+02  1.03660E+00   2.38303E+02  1.04048E+00   2.39645E+02  1.04794E+00   2.41000E+02  1.04111E+00   2.39973E+02  1.03489E+00   2.41974E+02  1.03496E+00   2.41972E+02  1.04118E+00   2.39971E+02  1.04794E+00   2.41000E+02  1.04047E+00   2.39645E+02  1.03659E+00   2.38303E+02  1.03749E+00   2.39437E+02  9.67729E-01   2.38636E+02  7.13229E-01   2.38247E+02  3.27470E-01   2.40954E+02  7.34784E-02   2.59897E+02  6.04193E-03   3.39635E+02 
 2.23192E-02   3.21622E+02  2.02406E-01   2.44577E+02  6.46007E-01   2.34406E+02  9.71573E-01   2.36240E+02  1.03750E+00   2.39437E+02  1.03534E+00   2.40306E+02  1.04331E+00   2.40117E+02  1.04218E+00   2.38456E+02  1.03723E+00   2.36495E+02  1.03212E+00   2.37240E+02  1.04342E+00   2.42277E+02  1.04343E+00   2.42277E+02  1.03210E+00   2.37241E+02  1.03720E+00   2.36495E+02  1.04217E+00   2.38457E+02  1.04330E+00   2.40117E+02  1.03534E+00   2.40306E+02  1.03749E+00   2.39438E+02  9.71627E-01   2.36252E+02  6.46055E-01   2.34424E+02  2.02394E-01   2.44579E+02  2.23187E-02   3.21622E+02 
 6.94052E-02   2.54761E+02  3.87276E-01   2.35725E+02  8.49399E-01   2.35119E+02  1.03636E+00   2.35787E+02  1.03672E+00   2.38323E+02  1.04330E+00   2.40120E+02  1.04490E+00   2.40119E+02  1.04915E+00   2.39263E+02  1.04036E+00   2.36365E+02  1.03309E+00   2.34149E+02  1.02932E+00   2.33702E+02  1.02924E+00   2.33704E+02  1.03301E+00   2.34151E+02  1.04035E+00   2.36365E+02  1.04917E+00   2.39262E+02  1.04493E+00   2.40119E+02  1.04331E+00   2.40120E+02  1.03672E+00   2.38323E+02  1.03635E+00   2.35787E+02  8.49386E-01   2.35119E+02  3.87276E-01   2.35725E+02  6.94053E-02   2.54761E+02 
 2.00917E-01   2.49618E+02  6.43968E-01   2.36402E+02  9.66596E-01   2.34876E+02  1.04910E+00   2.40150E+02  1.04041E+00   2.39650E+02  1.04202E+00   2.38441E+02  1.04918E+00   2.39260E+02  1.03755E+00   2.38350E+02  1.04660E+00   2.39886E+02  1.04993E+00   2.38790E+02  1.05149E+00   2.37609E+02  1.05148E+00   2.37608E+02  1.04992E+00   2.38790E+02  1.04660E+00   2.39886E+02  1.03756E+00   2.38349E+02  1.04919E+00   2.39260E+02  1.04202E+00   2.38441E+02  1.04041E+00   2.39650E+02  1.04911E+00   2.40150E+02  9.66608E-01   2.34876E+02  6.43969E-01   2.36402E+02  2.00917E-01   2.49618E+02 
 2.66469E-01   2.50081E+02  7.82533E-01   2.41727E+02  1.03403E+00   2.39030E+02  1.05037E+00   2.41922E+02  1.04792E+00   2.41009E+02  1.03713E+00   2.36482E+02  1.04032E+00   2.36343E+02  1.04644E+00   2.39868E+02  1.06442E+00   2.43223E+02  1.04691E+00   2.38999E+02  1.03674E+00   2.35088E+02  1.03673E+00   2.35089E+02  1.04689E+00   2.38999E+02  1.06442E+00   2.43223E+02  1.04644E+00   2.39868E+02  1.04031E+00   2.36343E+02  1.03713E+00   2.36482E+02  1.04792E+00   2.41009E+02  1.05039E+00   2.41921E+02  1.03405E+00   2.39030E+02  7.82534E-01   2.41727E+02  2.66469E-01   2.50081E+02 
 2.59407E-01   2.46541E+02  7.92165E-01   2.45119E+02  1.05440E+00   2.43384E+02  1.03519E+00   2.38645E+02  1.04130E+00   2.40023E+02  1.03217E+00   2.37274E+02  1.03288E+00   2.34104E+02  1.05013E+00   2.38821E+02  1.04702E+00   2.39033E+02  1.03857E+00   2.34999E+02  1.03593E+00   2.32898E+02  1.03594E+00   2.32898E+02  1.03859E+00   2.34999E+02  1.04703E+00   2.39033E+02  1.05012E+00   2.38822E+02  1.03287E+00   2.34104E+02  1.03217E+00   2.37274E+02  1.04130E+00   2.40023E+02  1.03517E+00   2.38646E+02  1.05438E+00   2.43384E+02  7.92164E-01   2.45119E+02  2.59407E-01   2.46541E+02 
