/rn,a,b/nx0/ls1
/r,qa,qb
22 -10.5 10.5 0 OUTPUT_AMP_PHASE_3D Wavelength=0.55
22 -10.5 10.5
 1.93817E-05   9.61251E+01  2.97894E-05   8.81559E+01  1.27724E-05   8.66988E+01  1.11158E-04   1.47064E+02  9.66736E-04   6.52354E+01  3.74812E-03   4.55761E+01  1.15378E-02   3.34848E+02  3.42468E-02   3.29853E+02  4.55430E-02   3.30339E+02  4.42437E-02   3.26594E+02  4.42143E-02   3.23135E+02  4.42112E-02   3.23135E+02  4.42486E-02   3.26625E+02  4.55470E-02   3.30370E+02  3.42513E-02   3.29878E+02  1.15468E-02   3.34918E+02  3.74793E-03   4.56089E+01  9.66412E-04   6.52291E+01  1.11091E-04   1.47120E+02  1.26994E-05   8.67789E+01  2.97188E-05   8.81329E+01  1.93597E-05   9.60928E+01 
 2.55187E-05   8.60242E+01  4.06518E-06   6.50984E+01  1.51307E-04   1.46862E+02  1.91694E-03   5.67141E+01  1.24475E-02   3.40847E+02  3.38016E-02   3.22012E+02  4.47424E-02   3.18223E+02  4.46750E-02   3.13555E+02  4.47689E-02   3.24665E+02  4.89132E-02   3.41654E+02  4.60054E-02   3.36139E+02  4.60168E-02   3.36163E+02  4.89100E-02   3.41565E+02  4.47818E-02   3.24596E+02  4.46691E-02   3.13539E+02  4.47385E-02   3.18176E+02  3.38010E-02   3.22040E+02  1.24464E-02   3.40846E+02  1.91716E-03   5.67444E+01  1.52381E-04   1.46743E+02  3.92795E-06   6.58338E+01  2.54091E-05   8.60049E+01 
 5.63133E-06   9.64469E+01  1.57217E-04   1.45449E+02  1.94041E-03   5.75176E+01  1.26165E-02   3.41018E+02  3.30534E-02   3.20019E+02  4.40330E-02   3.18239E+02  3.61188E-02   3.32732E+02  1.35002E-02   3.50902E+02  3.04084E-03   2.21710E+02  1.14889E-02   2.28964E+02  3.33441E-03   2.60226E+02  3.32008E-03   2.59840E+02  1.14630E-02   2.28755E+02  3.00614E-03   2.21294E+02  1.35019E-02   3.50797E+02  3.61254E-02   3.32698E+02  4.40271E-02   3.18255E+02  3.30505E-02   3.20019E+02  1.26266E-02   3.41073E+02  1.95466E-03   5.73152E+01  1.59404E-04   1.45257E+02  5.65093E-06   9.74693E+01 
 1.14980E-04   1.43788E+02  1.91618E-03   5.43494E+01  1.27495E-02   3.40683E+02  3.20188E-02   3.15826E+02  3.43717E-02   3.31471E+02  1.61377E-02   2.97746E+00  4.40438E-03   1.83689E+02  1.07005E-02   4.75751E+01  1.24294E-02   4.26733E+01  3.97022E-03   2.28258E+02  1.51096E-02   2.18141E+02  1.51099E-02   2.18135E+02  3.97408E-03   2.28399E+02  1.24277E-02   4.26391E+01  1.07122E-02   4.75385E+01  4.39185E-03   1.83656E+02  1.61344E-02   2.99059E+00  3.43785E-02   3.31493E+02  3.20167E-02   3.15683E+02  1.27140E-02   3.40360E+02  1.93046E-03   5.42018E+01  1.16049E-04   1.43685E+02 
 9.74181E-04   5.56277E+01  1.19198E-02   3.32276E+02  3.27519E-02   3.16282E+02  3.69532E-02   3.34878E+02  9.83725E-03   3.23677E+02  1.89519E-03   1.37298E+02  1.10707E-02   3.81249E+01  1.26429E-02   2.22589E+02  1.53466E-02   2.24608E+02  8.29847E-03   4.70447E+01  3.44477E-02   4.66108E+01  3.44409E-02   4.65772E+01  8.29563E-03   4.69897E+01  1.53451E-02   2.24580E+02  1.26409E-02   2.22548E+02  1.10723E-02   3.81897E+01  1.89121E-03   1.37333E+02  9.82987E-03   3.23471E+02  3.69976E-02   3.35054E+02  3.27581E-02   3.16495E+02  1.19071E-02   3.32113E+02  9.74009E-04   5.54842E+01 
 1.90115E-03   3.99782E+01  1.12727E-02   3.19818E+02  2.33384E-02   3.19633E+02  1.30147E-02   2.76212E+02  4.03917E-03   2.55251E+01  2.68391E-03   2.73466E+01  5.42379E-03   2.08175E+02  9.24496E-03   3.44108E+01  1.96085E-03   3.49941E+02  1.69700E-02   2.27474E+02  3.30867E-02   2.28582E+02  3.30779E-02   2.28481E+02  1.69664E-02   2.27330E+02  1.96955E-03   3.49725E+02  9.24675E-03   3.43165E+01  5.42139E-03   2.08336E+02  2.68360E-03   2.74507E+01  4.04006E-03   2.54540E+01  1.30264E-02   2.76053E+02  2.33220E-02   3.19549E+02  1.12777E-02   3.19812E+02  1.90147E-03   3.99795E+01 
 1.07491E-02   3.15876E+02  2.16543E-02   3.14337E+02  1.25314E-02   3.41899E+02  8.93371E-03   3.79275E+01  7.35335E-03   2.19859E+02  2.83962E-03   2.38665E+02  5.61032E-03   2.62624E+01  6.35111E-03   2.14306E+02  1.72287E-03   1.88362E+02  7.50712E-03   3.57513E+01  6.32362E-03   3.05132E+01  6.32055E-03   3.03943E+01  7.50529E-03   3.55923E+01  1.71856E-03   1.88506E+02  6.35068E-03   2.14244E+02  5.61014E-03   2.63114E+01  2.84011E-03   2.38658E+02  7.35289E-03   2.19840E+02  8.93416E-03   3.78705E+01  1.25390E-02   3.41878E+02  2.16519E-02   3.14339E+02  1.07489E-02   3.15876E+02 
 1.34708E-02   3.53454E+02  2.40211E-02   3.39198E+02  9.35117E-03   2.97528E+02  5.40107E-03   6.69964E+01  1.15434E-02   4.36728E+01  2.39745E-03   2.33740E+02  7.72378E-03   2.21856E+02  2.98087E-03   4.75903E+01  1.24797E-02   4.71128E+01  7.73796E-03   5.43595E+01  6.91956E-03   4.58255E+01  6.91972E-03   4.58242E+01  7.74021E-03   5.43886E+01  1.24810E-02   4.71326E+01  2.97917E-03   4.75556E+01  7.72477E-03   2.21870E+02  2.39725E-03   2.33743E+02  1.15432E-02   4.36735E+01  5.40283E-03   6.70153E+01  9.34867E-03   2.97530E+02  2.40209E-02   3.39197E+02  1.34708E-02   3.53454E+02 
 3.29130E-03   2.18085E+02  7.31907E-03   5.63695E+01  1.75308E-02   4.52823E+01  8.34072E-04   3.51022E+02  7.04605E-03   2.23846E+02  3.81291E-03   2.26510E+02  1.82841E-03   2.55346E+02  2.13968E-03   3.23935E+01  1.39306E-03   2.41642E+02  7.14321E-03   2.29731E+02  1.53141E-02   2.21733E+02  1.53126E-02   2.21714E+02  7.14190E-03   2.29765E+02  1.39617E-03   2.41983E+02  2.13892E-03   3.26330E+01  1.82423E-03   2.55186E+02  3.81346E-03   2.26540E+02  7.04551E-03   2.23847E+02  8.36187E-04   3.50808E+02  1.75295E-02   4.52708E+01  7.31946E-03   5.63683E+01  3.29132E-03   2.18085E+02 
 3.89027E-04   3.45009E+02  1.10908E-03   2.36842E+01  3.38875E-03   2.18797E+02  1.11342E-02   2.22331E+02  3.68403E-03   4.69879E+01  6.18626E-03   5.86347E+01  5.60532E-03   2.15005E+02  5.31115E-03   2.35818E+02  1.24207E-02   2.26892E+02  5.61140E-03   2.31441E+02  8.60489E-03   3.28548E+01  8.60431E-03   3.27674E+01  5.61403E-03   2.31514E+02  1.24192E-02   2.26865E+02  5.31308E-03   2.35855E+02  5.60539E-03   2.15044E+02  6.18690E-03   5.86390E+01  3.68301E-03   4.69322E+01  1.11328E-02   2.22258E+02  3.38819E-03   2.18559E+02  1.10961E-03   2.34929E+01  3.89149E-04   3.45038E+02 
